,GC3
YDR434W,0.286549708
YDR435C,0.403225806
YDR436W,0.398843931
YDR437W,0.441860465
YDR438W,0.369014085
YDR439W,0.331395349
YDR440W,0.359649123
YDR441C,0.368715084
YDR443C,0.362909091
YDR444W,0.369369369
YDR446W,0.304347826
YDR447C,0.410447761
YDR448W,0.394299287
YDR449C,0.349168646
YDR450W,0.422535211
YDR451C,0.410404624
YDR452W,0.357142857
YDR453C,0.385416667
YDR454C,0.387978142
YDR456W,0.342622951
YDR457W,0.321147179
YDR458C,0.272868217
YDR459C,0.369747899
YDR460W,0.463258786
YDR461W,0.411764706
YDR462W,0.521428571
YDR463W,0.405882353
YDR464W,0.322946176
YDR465C,0.363636364
YDR466W,0.328767123
YDR468C,0.322429907
YDR469W,0.3
YDR470C,0.35908142
YDR471W,0.440298507
YDR472W,0.316363636
YDR473C,0.319290466
YDR475C,0.398830409
YDR476C,0.639269406
YDR477W,0.369028007
YDR478W,0.376963351
YDR479C,0.35483871
YDR480W,0.364217252
YDR481C,0.415162455
YDR482C,0.534351145
YDR483W,0.375886525
YDR484W,0.310509554
YDR485C,0.317073171
YDR486C,0.435779817
YDR487C,0.37
YDR488C,0.511764706
YDR489W,0.379928315
YDR490C,0.395945946
YDR492W,0.470198675
YDR493W,0.391666667
YDR494W,0.329512894
YDR495C,0.302020202
YDR496C,0.303265941
YDR497C,0.413854352
YDR498C,0.44772118
YDR499W,0.319001387
YDR500C,0.388235294
YDR501W,0.341085271
YDR502C,0.343163539
YDR503C,0.40077821
YDR504C,0.274193548
YDR505C,0.352869353
YDR506C,0.366319444
YDR507C,0.309545049
YDR508C,0.343898574
YDR510W,0.463917526
YDR511W,0.480314961
YDR512C,0.402234637
YDR513W,0.414285714
YDR514C,0.370689655
YDR515W,0.31797235
YDR516C,0.452868852
YDR517W,0.478142077
YDR518W,0.353057199
YDR519W,0.315384615
YDR520C,0.337765957
YDR522C,0.318367347
YDR523C,0.32278481
YDR524C,0.307692308
YDR527W,0.369411765
YDR528W,0.320481928
YDR529C,0.435483871
YDR530C,0.445859873
YDR531W,0.329545455
YDR532C,0.343163539
YDR533C,0.324786325
YDR534C,0.313461538
YDR536W,0.347426471
YDR538W,0.311965812
YDR539W,0.314049587
YDR540C,0.289940828
YDR541C,0.307692308
YDR542W,0.513043478
YDR545W,0.45905421
YEL059C-A,0.569444444
YEL076C-A,0.440191388
YER007C-A,0.352272727
YER060W-A,0.315369261
YER093C-A,0.484615385
YFL017W-A,0.459459459
YFR024C-A,0.314855876
YGL001C,0.289552239
YGL002W,0.378640777
YGL003C,0.333333333
YGL004C,0.339853301
YGL005C,0.323529412
YGL006W,0.333333333
YGL008C,0.348122867
YGL009C,0.293650794
YGL010W,0.380952381
YGL011C,0.318367347
YGL012W,0.45890411
YGL013C,0.385356455
YGL014W,0.312790698
YGL015C,0.344
YGL016W,0.334293948
YGL017W,0.419624217
YGL018C,0.448863636
YGL019W,0.494382022
YGL020C,0.42081448
YGL021W,0.331521739
YGL022W,0.503703704
YGL023C,0.541800643
YGL025C,0.474801061
YGL026C,0.341534009
YGL027C,0.347169811
YGL028C,0.312149533
YGL029W,0.377192982
YGL030W,0.514563107
YGL031C,0.418300654
YGL032C,0.364705882
YGL033W,0.285714286
YGL035C,0.363265306
YGL036W,0.359639233
YGL037C,0.485436893
YGL038C,0.371991247
YGL039W,0.357771261
YGL040C,0.347305389
YGL043W,0.379537954
YGL044C,0.407665505
YGL045W,0.409090909
YGL047W,0.401015228
YGL048C,0.327365729
YGL049C,0.324293785
YGL050W,0.357142857
YGL051W,0.396475771
YGL053W,0.379912664
YGL054C,0.378787879
YGL055W,0.397089397
YGL056C,0.405825243
YGL057C,0.357400722
YGL058W,0.341614907
YGL059W,0.334736842
YGL060W,0.34733441
YGL061C,0.325
YGL062W,0.356643357
YGL063W,0.536516854
YGL064C,0.371323529
YGL065C,0.325819672
YGL066W,0.357142857
YGL067W,0.36
YGL068W,0.372340426
YGL070C,0.361344538
YGL071W,0.364170338
YGL073W,0.373923739
YGL075C,0.363157895
YGL076C,0.470833333
YGL077C,0.35272045
YGL078C,0.33592233
YGL079W,0.345794393
YGL080W,0.312
YGL081W,0.32278481
YGL082W,0.357526882
YGL083W,0.361430396
YGL084C,0.358490566
YGL085W,0.308880309
YGL086W,0.323731139
YGL087C,0.351145038
YGL089C,0.442477876
YGL090W,0.324324324
YGL091C,0.328025478
YGL092W,0.309246309
YGL093W,0.361173815
YGL094C,0.335483871
YGL095C,0.325044405
YGL096W,0.334572491
YGL097W,0.38012959
YGL098W,0.347280335
YGL099W,0.304975923
YGL100W,0.298192771
YGL101W,0.331707317
YGL103W,0.412587413
YGL104C,0.38961039
YGL105W,0.403269755
YGL106W,0.585034014
YGL107C,0.38658147
YGL108C,0.389705882
YGL110C,0.307438017
YGL111W,0.351893096
YGL112C,0.303149606
YGL113W,0.347094801
YGL114W,0.376623377
YGL115W,0.378980892
YGL116W,0.307823129
YGL117W,0.375968992
YGL119W,0.31875
YGL120C,0.347184987
YGL121C,0.391666667
YGL122C,0.30994152
YGL123W,0.421686747
YGL124C,0.364217252
YGL125W,0.558464223
YGL126W,0.576271186
YGL127C,0.571428571
YGL128C,0.46953405
YGL129C,0.359908884
YGL130W,0.343963554
YGL131C,0.323485968
YGL133W,0.325163399
YGL134W,0.367924528
YGL135W,0.542857143
YGL136C,0.349514563
YGL137W,0.318234611
YGL138C,0.341317365
YGL139W,0.339449541
YGL140C,0.337308348
YGL141W,0.360859729
YGL142C,0.338409475
YGL143C,0.368811881
YGL144C,0.328828829
YGL145W,0.352339181
YGL146C,0.453020134
YGL147C,0.510638298
YGL148W,0.479452055
YGL150C,0.374476987
YGL151W,0.32972973
YGL153W,0.384615385
YGL154C,0.376425856
YGL155W,0.35261708
YGL156W,0.333333333
YGL157W,0.346153846
YGL158W,0.391566265
YGL159W,0.349030471
YGL160W,0.376344086
YGL161C,0.463087248
YGL162W,0.406143345
YGL163C,0.36353211
YGL164C,0.377314815
YGL166W,0.427272727
YGL167C,0.307103825
YGL168W,0.317307692
YGL169W,0.281622912
YGL170C,0.293969849
YGL171W,0.31215971
YGL172W,0.359139785
YGL173C,0.336037863
YGL174W,0.384615385
YGL175C,0.367647059
YGL176C,0.32103321
YGL178W,0.324162679
YGL179C,0.343065693
YGL180W,0.322285714
YGL181W,0.365535248
YGL183C,0.373831776
YGL184C,0.398230088
YGL185C,0.355795148
YGL186C,0.344954128
YGL187C,0.286666667
YGL189C,0.435897436
YGL190C,0.311154599
YGL191W,0.35
YGL192W,0.381692573
YGL193C,0.313131313
YGL194C,0.313636364
YGL195W,0.322519084
YGL196W,0.331730769
YGL197W,0.351071182
YGL198W,0.565022422
YGL200C,0.52
YGL201C,0.288169869
YGL202W,0.37654321
YGL203C,0.368794326
YGL204C,0.221052632
YGL205W,0.364640884
YGL206C,0.341161928
YGL207W,0.311264822
YGL208W,0.412935323
YGL209W,0.377005348
YGL210W,0.413953488
YGL211W,0.451428571
YGL212W,0.439344262
YGL213C,0.281578947
YGL215W,0.335632184
YGL216W,0.417948718
YGL219C,0.417040359
YGL220W,0.443478261
YGL221C,0.431654676
YGL222C,0.395348837
YGL223C,0.398058252
YGL224C,0.373626374
YGL225W,0.407523511
YGL226C-A,0.4
YGL226W,0.377192982
YGL227W,0.326530612
YGL228W,0.422459893
YGL229C,0.34469697
YGL230C,0.292857143
YGL231C,0.274285714
YGL232W,0.325088339
YGL233W,0.3185438
YGL234W,0.376123235
YGL235W,0.5
YGL236C,0.478461538
YGL237C,0.341085271
YGL238W,0.313034188
YGL240W,0.445378151
YGL241W,0.313265306
YGL242C,0.320224719
YGL243W,0.325641026
YGL244W,0.367647059
YGL245W,0.388235294
YGL246C,0.30183727
YGL247W,0.306878307
YGL248W,0.373961219
YGL249W,0.320531758
YGL250W,0.421276596
YGL251C,0.302847282
YGL252C,0.251308901
YGL253W,0.375266525
YGL254W,0.359589041
YGL255W,0.340782123
YGL256W,0.362903226
YGL257C,0.330855019
YGL258W,0.358208955
YGL259W,0.341772152
YGL260W,0.366197183
YGL261C,0.495652174
YGL262W,0.329192547
YGL263W,0.30726257
YGR001C,0.32231405
YGR002C,0.358695652
YGR003W,0.321629213
YGR004W,0.28929385
YGR005C,0.382428941
YGR006W,0.329218107
YGR007W,0.387096774
YGR008C,0.407407407
YGR009C,0.337559429
YGR010W,0.337730871
YGR012W,0.371428571
YGR013W,0.422258592
YGR014W,0.320342946
YGR015C,0.355345912
YGR016W,0.344262295
YGR017W,0.365853659
YGR018C,0.371428571
YGR019W,0.392624729
YGR020C,0.393162393
YGR021W,0.525
YGR023W,0.385608856
YGR024C,0.372294372
YGR026W,0.408560311
YGR027C,0.438095238
YGR028W,0.303724928
YGR029W,0.387640449
YGR030C,0.311688312
YGR031W,0.484848485
YGR032W,0.313573407
YGR033C,0.344827586
YGR034W,0.420634921
YGR035C,0.300884956
YGR036C,0.410480349
YGR037C,0.481927711
YGR038W,0.312796209
YGR040W,0.365994236
YGR041W,0.301886792
YGR042W,0.38576779
YGR043C,0.37345679
YGR044C,0.38225256
YGR046W,0.35828877
YGR047C,0.322255791
YGR048W,0.372492837
YGR049W,0.340659341
YGR050C,0.405172414
YGR052W,0.414772727
YGR053C,0.339416058
YGR054W,0.3776
YGR055W,0.34845735
YGR056W,0.312985572
YGR057C,0.284482759
YGR058W,0.328267477
YGR059W,0.344064386
YGR060W,0.391608392
YGR061C,0.314503817
YGR062C,0.387959866
YGR063C,0.410526316
YGR065C,0.345259392
YGR066C,0.371024735
YGR067C,0.405927835
YGR068C,0.458699473
YGR070W,0.307351639
YGR071C,0.328217237
YGR072W,0.380577428
YGR074W,0.387323944
YGR075C,0.349137931
YGR076C,0.388157895
YGR077C,0.422261484
YGR078C,0.590673575
YGR079W,0.49862259
YGR080W,0.431192661
YGR081C,0.36097561
YGR082W,0.387640449
YGR083C,0.305031447
YGR084C,0.358662614
YGR085C,0.443786982
YGR086C,0.374251497
YGR087C,0.462794918
YGR088W,0.371584699
YGR089W,0.334782609
YGR090W,0.334431631
YGR091W,0.338204593
YGR092W,0.342440801
YGR093W,0.35483871
YGR094W,0.34901223
YGR095C,0.330316742
YGR096W,0.5
YGR097W,0.363799283
YGR098C,0.335031847
YGR099W,0.357675112
YGR100W,0.324972737
YGR101W,0.37962963
YGR102C,0.350282486
YGR103W,0.324873096
YGR104C,0.346938776
YGR105W,0.301369863
YGR106C,0.357976654
YGR108W,0.401766004
YGR109C,0.293150685
YGR110W,0.344988345
YGR111W,0.358441558
YGR112W,0.385869565
YGR113W,0.380239521
YGR116W,0.321830986
YGR117C,0.352173913
YGR118W,0.436619718
YGR119C,0.315689981
YGR120C,0.337209302
YGR121C,0.4164859
YGR122W,0.388746803
YGR123C,0.295180723
YGR124W,0.374771481
YGR125W,0.323676324
YGR126W,0.336283186
YGR127W,0.320132013
YGR128C,0.311079545
YGR129W,0.360189573
YGR130C,0.364764268
YGR131W,0.341317365
YGR132C,0.386524823
YGR133W,0.445086705
YGR134W,0.354031511
YGR135W,0.321428571
YGR136W,0.29535865
YGR138C,0.343103448
YGR140W,0.335483871
YGR141W,0.334862385
YGR142W,0.32345679
YGR143W,0.320754717
YGR144W,0.371794872
YGR145W,0.312046444
YGR146C,0.392344498
YGR147C,0.452898551
YGR148C,0.431372549
YGR149W,0.373493976
YGR150C,0.329268293
YGR152C,0.332075472
YGR153W,0.36492891
YGR154C,0.390804598
YGR155W,0.394366197
YGR156W,0.345498783
YGR157W,0.31686747
YGR158C,0.348547718
YGR159C,0.31372549
YGR161C,0.40234375
YGR162W,0.331896552
YGR163W,0.3556231
YGR165W,0.341246291
YGR166W,0.34369287
YGR167W,0.352173913
YGR168C,0.364902507
YGR169C,0.374045802
YGR170W,0.320652174
YGR171C,0.342342342
YGR172C,0.320833333
YGR173W,0.333333333
YGR174C,0.41875
YGR175C,0.375782881
YGR177C,0.425287356
YGR178C,0.340116279
YGR179C,0.331632653
YGR180C,0.489296636
YGR181W,0.421568627
YGR183C,0.253968254
YGR184C,0.314873418
YGR185C,0.401041667
YGR186W,0.321178121
YGR187C,0.308900524
YGR188C,0.332659252
YGR189C,0.349593496
YGR191W,0.321180556
YGR192C,0.51242236
YGR193C,0.346633416
YGR194C,0.367875648
YGR195W,0.381355932
YGR196C,0.324155194
YGR197C,0.405769231
YGR198W,0.355246523
YGR199W,0.316970547
YGR200C,0.294274301
YGR201C,0.437788018
YGR202C,0.479616307
YGR203W,0.579710145
YGR204W,0.460540541
YGR205W,0.425
YGR206W,0.340206186
YGR207C,0.330708661
YGR208W,0.397350993
YGR209C,0.353535354
YGR210C,0.463659148
YGR211W,0.409766454
YGR212W,0.320712695
YGR213C,0.33442623
YGR214W,0.367346939
YGR215W,0.355140187
YGR216C,0.329371817
YGR217W,0.324282787
YGR218W,0.300383877
YGR220C,0.279069767
YGR221C,0.342577488
YGR222W,0.389473684
YGR223C,0.416091954
YGR224W,0.386172007
YGR225W,0.32642487
YGR227W,0.363453815
YGR229C,0.31211499
YGR230W,0.407407407
YGR231C,0.347540984
YGR232W,0.322727273
YGR233C,0.331028522
YGR234W,0.309090909
YGR235C,0.36199095
YGR236C,0.395348837
YGR237C,0.329396325
YGR238C,0.327505828
YGR239C,0.45035461
YGR240C,0.33194589
YGR241C,0.389090909
YGR243W,0.395683453
YGR244C,0.38313253
YGR245C,0.319783198
YGR246C,0.332191781
YGR247W,0.384279476
YGR248W,0.457142857
YGR249W,0.336384439
YGR250C,0.355350066
YGR251W,0.410526316
YGR252W,0.349168646
YGR253C,0.268774704
YGR254W,0.471830986
YGR255C,0.34422658
YGR256W,0.355179704
YGR257C,0.390029326
YGR258C,0.388554217
YGR260W,0.417322835
YGR261C,0.339694656
YGR262C,0.365079365
YGR263C,0.358910891
YGR264C,0.304945055
YGR266W,0.368656716
YGR267C,0.284482759
YGR268C,0.453125
YGR270W,0.306439674
YGR271W,0.303126656
YGR273C,0.276470588
YGR274C,0.311650485
YGR275W,0.406666667
YGR276C,0.35261194
YGR277C,0.434343434
YGR278W,0.359570662
YGR279C,0.386243386
YGR280C,0.486590038
YGR281W,0.314893617
YGR282C,0.364548495
YGR283C,0.348348348
YGR284C,0.379194631
YGR285C,0.424528302
YGR286C,0.363636364
YGR287C,0.435714286
YGR288W,0.387308534
YGR289C,0.339622642
YGR292W,0.370503597
YGR294W,0.482758621
YGR295C,0.378531073
YGR296W,0.454899777
YHR001W-A,0.208333333
YHR005C-A,0.348314607
YHR021W-A,0.317567568
YIL014C-A,0.34375
YJL001W,0.33492823
YJL002C,0.354347826
YJL003W,0.342105263
YJL004C,0.319587629
YJL005W,0.333163525
YJL006C,0.333333333
YJL008C,0.311355311
YJL010C,0.333333333
YJL011C,0.380645161
YJL012C,0.345221113
YJL013C,0.322645291
YJL014W,0.280701754
YJL016W,0.362453532
YJL019W,0.411497731
YJL020C,0.313656388
YJL023C,0.310650888
YJL024C,0.331578947
YJL025W,0.401221996
YJL026W,0.510471204
YJL027C,0.564885496
YJL028W,0.462962963
YJL029C,0.414880202
YJL030W,0.34375
YJL031C,0.357142857
YJL033W,0.305333333
YJL034W,0.360119048
YJL035C,0.420168067
YJL036W,0.360576923
YJL037W,0.389908257
YJL038C,0.33640553
YJL039C,0.346083789
YJL041W,0.357753358
YJL042W,0.445341159
YJL043W,0.588477366
YJL044C,0.436651584
YJL045W,0.353996737
YJL046W,0.322250639
YJL047C,0.388480392
YJL048C,0.401574803
YJL049W,0.300683371
YJL050W,0.324298161
YJL051W,0.353598015
YJL052W,0.472049689
YJL053W,0.364864865
YJL054W,0.378494624
YJL055W,0.39055794
YJL056C,0.35225956
YJL057C,0.33640553
YJL058C,0.329588015
YJL059W,0.342710997
YJL060W,0.34562212
YJL061W,0.325615051
YJL062W,0.429846939
YJL063C,0.576419214
YJL065C,0.463414634
YJL066C,0.49382716
YJL068C,0.479310345
YJL069C,0.325217391
YJL070C,0.329054842
YJL071W,0.352415027
YJL072C,0.323529412
YJL073W,0.379585327
YJL074C,0.334162521
YJL076W,0.352136752
YJL077C,0.365079365
YJL078C,0.440366972
YJL079C,0.443686007
YJL080C,0.344970906
YJL081C,0.315789474
YJL082W,0.345272206
YJL083W,0.411965812
YJL084C,0.336248785
YJL085W,0.338842975
YJL087C,0.330845771
YJL088W,0.307926829
YJL089W,0.334155364
YJL090C,0.327516779
YJL091C,0.345338983
YJL092W,0.339145597
YJL093C,0.368740516
YJL094C,0.330977621
YJL095W,0.323365786
YJL096W,0.318471338
YJL097W,0.375
YJL098W,0.323558162
YJL099W,0.369534556
YJL100W,0.410958904
YJL101C,0.358895706
YJL102W,0.327044025
YJL103C,0.348837209
YJL104W,0.308219178
YJL105W,0.305555556
YJL106W,0.290271132
YJL107C,0.302631579
YJL108C,0.313186813
YJL109C,0.334870317
YJL110C,0.295539033
YJL111W,0.285714286
YJL112W,0.344285714
YJL115W,0.373188406
YJL116C,0.337423313
YJL117W,0.409240924
YJL118W,0.438095238
YJL121C,0.433628319
YJL122W,0.441860465
YJL123C,0.375536481
YJL124C,0.402439024
YJL125C,0.323450135
YJL126W,0.345762712
YJL127C,0.363047002
YJL128C,0.350689127
YJL129C,0.32829555
YJL130C,0.311193683
YJL131C,0.337209302
YJL132W,0.311543811
YJL133W,0.372483221
YJL134W,0.419689119
YJL136C,0.423529412
YJL137C,0.366847826
YJL138C,0.399477807
YJL139C,0.358536585
YJL140W,0.366972477
YJL141C,0.377862595
YJL143W,0.283783784
YJL144W,0.509803922
YJL145W,0.475524476
YJL146W,0.366666667
YJL147C,0.36997319
YJL148W,0.385964912
YJL149W,0.418495298
YJL151C,0.496062992
YJL153C,0.467181467
YJL154C,0.366120219
YJL155C,0.31954023
YJL156C,0.31120944
YJL157C,0.337078652
YJL158C,0.370535714
YJL159W,0.349633252
YJL160C,0.318021201
YJL161W,0.392045455
YJL162C,0.302816901
YJL163C,0.390804598
YJL164C,0.377604167
YJL165C,0.332134293
YJL166W,0.255813953
YJL167W,0.492668622
YJL168C,0.37150838
YJL170C,0.472081218
YJL171C,0.353403141
YJL172W,0.37699115
YJL173C,0.423728814
YJL174W,0.354716981
YJL176C,0.362842893
YJL177W,0.359116022
YJL178C,0.411538462
YJL179W,0.326923077
YJL180C,0.342857143
YJL181W,0.323283082
YJL183W,0.378640777
YJL184W,0.45
YJL185C,0.379790941
YJL186W,0.442680776
YJL187C,0.358040201
YJL189W,0.5
YJL190C,0.444444444
YJL191W,0.385185185
YJL192C,0.394736842
YJL193W,0.318766067
YJL194W,0.414
YJL196C,0.380622837
YJL197W,0.319341564
YJL198W,0.422668241
YJL200C,0.306684142
YJL201W,0.34760274
YJL203W,0.360294118
YJL204C,0.330917874
YJL206C,0.336032389
YJL205C,0.408163265
YJL207C,0.332650972
YJL208C,0.327160494
YJL209W,0.379365079
YJL210W,0.494208494
YJL212C,0.454061252
YJL213W,0.327102804
YJL214W,0.348230912
YJL216C,0.367458867
YJL217W,0.262032086
YJL218W,0.32642487
YJL219W,0.430167598
YJL221C,0.445438283
YJL222W,0.316171617
YJL223C,0.495652174
YJL225C,0.460410557
YJR001W,0.36130137
YJR002W,0.320137694
YJR003C,0.297029703
YJR004C,0.329133858
YJR005W,0.347569956
YJR006W,0.372881356
YJR007W,0.288135593
YJR008W,0.373831776
YJR009C,0.517133956
YJR010C-A,0.322222222
YJR010W,0.32
YJR011C,0.338645418
YJR012C,0.349753695
YJR013W,0.391644909
YJR014W,0.453608247
YJR015W,0.410204082
YJR016C,0.397137746
YJR017C,0.612121212
YJR019C,0.633136095
YJR021C,0.523333333
YJR022W,0.433962264
YJR024C,0.480686695
YJR025C,0.364705882
YJR030C,0.340689655
YJR031C,0.328
YJR032W,0.338541667
YJR033C,0.34351145
YJR034W,0.485436893
YJR035W,0.353889943
YJR036C,0.340646651
YJR039W,0.343092406
YJR040W,0.354666667
YJR041C,0.335078534
YJR042W,0.318820225
YJR043C,0.380116959
YJR044C,0.368421053
YJR045C,0.403726708
YJR046W,0.445969125
YJR047C,0.476510067
YJR048W,0.466666667
YJR049C,0.392578125
YJR050W,0.357466063
YJR051W,0.355967078
YJR052W,0.35198556
YJR053W,0.296028881
YJR054W,0.334029228
YJR055W,0.291925466
YJR056C,0.347826087
YJR057W,0.370192308
YJR058C,0.45
YJR059W,0.405031447
YJR060W,0.435672515
YJR061W,0.38215859
YJR062C,0.333333333
YJR063W,0.406504065
YJR064W,0.325367647
YJR065C,0.359908884
YJR066W,0.335151007
YJR067C,0.330882353
YJR068W,0.35755814
YJR069C,0.42408377
YJR070C,0.437106918
YJR072C,0.505434783
YJR073C,0.617801047
YJR074W,0.516587678
YJR075W,0.410526316
YJR076C,0.391625616
YJR077C,0.523026316
YJR078W,0.486238532
YJR079W,0.324074074
YJR080C,0.384415584
YJR082C,0.392857143
YJR083C,0.32781457
YJR084W,0.39608802
YJR085C,0.38
YJR086W,0.273584906
YJR088C,0.357142857
YJR089W,0.296137339
YJR090C,0.330044843
YJR091C,0.382716049
YJR092W,0.335219236
YJR093C,0.323717949
YJR094C,0.308988764
YJR094W-A,0.280898876
YJR095W,0.3514377
YJR096W,0.377777778
YJR097W,0.305389222
YJR098C,0.313971743
YJR099W,0.339130435
YJR100C,0.282051282
YJR101W,0.41015625
YJR102C,0.347368421
YJR103W,0.450628366
YJR104C,0.460526316
YJR105W,0.484939759
YJR106W,0.362318841
YJR107W,0.302839117
YJR108W,0.391304348
YJR109C,0.316223648
YJR110W,0.346385542
YJR111C,0.362962963
YJR112W,0.554404145
YJR113C,0.572033898
YJR115W,0.469135802
YJR116W,0.667953668
YJR117W,0.448275862
YJR118C,0.323232323
YJR119C,0.330508475
YJR120W,0.48245614
YJR121W,0.316733068
YJR122W,0.331967213
YJR123W,0.393665158
YJR124C,0.338061466
YJR125C,0.33919598
YJR126C,0.354673496
YJR127C,0.379699248
YJR129C,0.474006116
YJR130C,0.371980676
YJR131W,0.359615385
YJR132W,0.359960552
YJR133W,0.371859296
YJR134C,0.298550725
YJR135C,0.384279476
YJR136C,0.363636364
YJR137C,0.31892275
YJR138W,0.315651604
YJR139C,0.34084507
YJR140C,0.355625
YJR141W,0.321212121
YJR142W,0.358662614
YJR143C,0.363136176
YJR144W,0.407692308
YJR145C,0.459143969
YJR146W,0.518181818
YJR147W,0.551724138
YJR148W,0.394444444
YJR149W,0.300771208
YJR150C,0.327645051
YJR151C,0.31826087
YJR152W,0.339181287
YJR153W,0.34375
YJR154W,0.379104478
YJR155W,0.354014599
YJR156C,0.487804878
YJR158W,0.36802974
YJR159W,0.376068376
YJR160C,0.329268293
YJR161C,0.371830986
YLL001W,0.320805369
YLL002W,0.331764706
YLL003W,0.336992316
YLL004W,0.35451505
YLL005C,0.33056872
YLL006W,0.343825666
YLL007C,0.32208589
YLL008W,0.373113855
YLL009C,0.447761194
YLL010C,0.38534279
YLL011W,0.332622601
YLL012W,0.453551913
YLL013C,0.415599534
YLL014W,0.368932039
YLL015W,0.320666667
YLL018C,0.460550459
YLL019C,0.444289694
YLL021W,0.360839161
YLL022C,0.465425532
YLL023C,0.505617978
YLL024C,0.419047619
YLL025W,0.375
YLL026W,0.344904815
YLL027W,0.477366255
YLL028W,0.417266187
YLL029W,0.433518006
YLL031C,0.351490236
YLL032C,0.320448878
YLL033W,0.349775785
YLL034C,0.305418719
YLL035W,0.339837398
YLL036C,0.383983573
YLL038C,0.529166667
YLL039C,0.441489362
YLL040C,0.344018506
YLL041C,0.399209486
YLL042C,0.318471338
YLL043W,0.351648352
YLL045C,0.486055777
YLL046C,0.331967213
YLL048C,0.328971963
YLL049W,0.408045977
YLL050C,0.357142857
YLL051C,0.407837446
YLL052C,0.467153285
YLL053C,0.366906475
YLL054C,0.341075795
YLL055W,0.320866142
YLL056C,0.320819113
YLL057C,0.36453202
YLL058W,0.390763766
YLL060C,0.411764706
YLL061W,0.39497307
YLL062C,0.36977492
YLL063C,0.347252747
YLL064C,0.504347826
YLL066C,0.475085911
YLL067C,0.475986278
YLR001C,0.342352941
YLR002C,0.321981424
YLR003C,0.277777778
YLR004C,0.385229541
YLR005W,0.360801782
YLR006C,0.341498559
YLR007W,0.409230769
YLR008C,0.300613497
YLR009W,0.341968912
YLR010C,0.337662338
YLR011W,0.356756757
YLR012C,0.258064516
YLR013W,0.35971223
YLR014C,0.332568807
YLR015W,0.369918699
YLR016C,0.443877551
YLR017W,0.409375
YLR018C,0.512280702
YLR019W,0.417948718
YLR020C,0.34122288
YLR021W,0.36627907
YLR022C,0.35
YLR023C,0.374031008
YLR024C,0.32299169
YLR025W,0.359649123
YLR026C,0.419452888
YLR027C,0.455445545
YLR028C,0.393414211
YLR029C,0.429292929
YLR030W,0.38671875
YLR031W,0.295081967
YLR032W,0.332446809
YLR033W,0.304081633
YLR034C,0.360086768
YLR035C,0.350148368
YLR036C,0.321428571
YLR037C,0.358333333
YLR038C,0.324675325
YLR039C,0.323529412
YLR040C,0.399061033
YLR042C,0.320754717
YLR043C,0.316326531
YLR044C,0.495395948
YLR045C,0.400932401
YLR046C,0.356862745
YLR047C,0.339849624
YLR048W,0.33877551
YLR049C,0.38277512
YLR050C,0.447368421
YLR051C,0.354066986
YLR052W,0.4
YLR053C,0.432692308
YLR054C,0.337570621
YLR055C,0.496563574
YLR056W,0.502890173
YLR057W,0.358629131
YLR058C,0.384615385
YLR059C,0.54296875
YLR060W,0.425605536
YLR061W,0.554621849
YLR063W,0.355932203
YLR064W,0.444444444
YLR065C,0.372093023
YLR066W,0.333333333
YLR067C,0.33442623
YLR068W,0.418918919
YLR069C,0.306122449
YLR070C,0.398860399
YLR071C,0.361538462
YLR072W,0.460725076
YLR073C,0.47979798
YLR074C,0.527607362
YLR075W,0.474418605
YLR077W,0.376114082
YLR078C,0.371308017
YLR079W,0.363309353
YLR080W,0.387559809
YLR081W,0.390740741
YLR082C,0.326315789
YLR083C,0.35
YLR084C,0.3313709
YLR085C,0.368794326
YLR086W,0.340563991
YLR087C,0.321403509
YLR088W,0.301724138
YLR089C,0.332179931
YLR090W,0.474501109
YLR091W,0.487632509
YLR092W,0.381062356
YLR093C,0.427385892
YLR094C,0.487654321
YLR095C,0.420584498
YLR096W,0.30259624
YLR097C,0.337423313
YLR098C,0.366242038
YLR099C,0.563492063
YLR100W,0.476190476
YLR102C,0.431906615
YLR103C,0.349606299
YLR104W,0.3828125
YLR105C,0.349862259
YLR106C,0.325981937
YLR107W,0.340101523
YLR108C,0.377358491
YLR109W,0.443786982
YLR110C,0.427480916
YLR113W,0.39192399
YLR114C,0.353413655
YLR115W,0.327771156
YLR116W,0.33974359
YLR117C,0.338931298
YLR118C,0.275229358
YLR119W,0.325358852
YLR120C,0.400359066
YLR121C,0.559760956
YLR125W,0.3
YLR126C,0.334710744
YLR127C,0.326034063
YLR128W,0.445736434
YLR129W,0.316831683
YLR130C,0.332512315
YLR131C,0.378486056
YLR132C,0.365248227
YLR133W,0.400355872
YLR134W,0.391143911
YLR135W,0.31284153
YLR136C,0.415770609
YLR137W,0.526462396
YLR138W,0.31467793
YLR139C,0.4528
YLR141W,0.551724138
YLR142W,0.44516129
YLR143W,0.311746988
YLR144C,0.310067114
YLR145W,0.375
YLR146C,0.368965517
YLR147C,0.291666667
YLR148W,0.367160775
YLR149C,0.311173975
YLR150W,0.487084871
YLR151C,0.315625
YLR152C,0.323049002
YLR153C,0.315629742
YLR154C,0.5
YLR155C,0.373219373
YLR156W,0.513761468
YLR157C,0.373219373
YLR158C,0.373219373
YLR159W,0.513761468
YLR160C,0.373219373
YLR161W,0.513761468
YLR162W,0.578947368
YLR163C,0.308888889
YLR164W,0.398773006
YLR165C,0.35483871
YLR166C,0.327849589
YLR167W,0.529801325
YLR168C,0.358139535
